IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
34.154.75.233,443,true,FRA,Europe,Frankfurt,243 ms,1027 kB/s
34.118.93.116,443,true,FRA,Europe,Frankfurt,247 ms,1020 kB/s
34.154.77.58,443,true,FRA,Europe,Frankfurt,240 ms,1020 kB/s
143.47.189.4,443,true,FRA,Europe,Frankfurt,269 ms,908 kB/s
34.65.106.25,443,true,FRA,Europe,Frankfurt,243 ms,841 kB/s
34.154.57.34,443,true,FRA,Europe,Frankfurt,247 ms,796 kB/s
34.89.175.145,443,true,FRA,Europe,Frankfurt,246 ms,719 kB/s
130.61.203.115,8443,true,FRA,Europe,Frankfurt,268 ms,710 kB/s
34.118.112.88,443,true,FRA,Europe,Frankfurt,280 ms,707 kB/s
138.3.254.39,443,true,FRA,Europe,Frankfurt,248 ms,582 kB/s
152.67.135.10,443,true,FRA,Europe,Frankfurt,256 ms,572 kB/s
34.91.196.131,443,true,FRA,Europe,Frankfurt,235 ms,543 kB/s
34.116.131.175,443,true,FRA,Europe,Frankfurt,265 ms,521 kB/s
129.159.84.71,443,true,IAD,North America,Ashburn,263 ms,441 kB/s
146.56.102.163,443,true,ICN,Asia Pacific,Seoul,154 ms,412 kB/s
130.61.96.154,443,true,FRA,Europe,Frankfurt,250 ms,387 kB/s
140.238.82.181,443,true,FRA,Europe,Frankfurt,396 ms,371 kB/s
150.230.119.163,443,true,FRA,Europe,Frankfurt,268 ms,329 kB/s
141.144.207.34,443,true,FRA,Europe,Frankfurt,263 ms,329 kB/s
34.118.30.13,443,true,FRA,Europe,Frankfurt,263 ms,329 kB/s
130.61.203.115,2053,true,FRA,Europe,Frankfurt,263 ms,323 kB/s
141.148.229.106,443,true,AMS,Europe,Amsterdam,261 ms,294 kB/s
140.238.158.238,443,true,YYZ,North America,Toronto,276 ms,153 kB/s
144.21.42.219,443,true,FRA,Europe,Frankfurt,263 ms,137 kB/s
158.180.68.56,443,true,ICN,Asia Pacific,Seoul,150 ms,137 kB/s
144.24.173.250,8443,true,FRA,Europe,Frankfurt,260 ms,118 kB/s
144.24.169.81,8443,true,FRA,Europe,Frankfurt,268 ms,116 kB/s
152.70.53.204,443,true,FRA,Europe,Frankfurt,303 ms,105 kB/s
150.230.20.156,2053,true,AMS,Europe,Amsterdam,269 ms,105 kB/s
84.235.169.234,443,true,AMS,Europe,Amsterdam,268 ms,83 kB/s
150.230.20.156,8443,true,AMS,Europe,Amsterdam,264 ms,80 kB/s
158.101.215.45,8443,true,AMS,Europe,Amsterdam,269 ms,77 kB/s
129.154.50.220,443,true,ICN,Asia Pacific,Seoul,137 ms,70 kB/s
144.24.173.250,2096,true,FRA,Europe,Frankfurt,267 ms,67 kB/s
130.61.109.6,2096,true,FRA,Europe,Frankfurt,266 ms,64 kB/s
158.178.206.197,2053,true,CDG,Europe,Paris,242 ms,64 kB/s
144.24.161.142,8443,true,FRA,Europe,Frankfurt,262 ms,45 kB/s
130.61.239.203,443,true,FRA,Europe,Frankfurt,256 ms,45 kB/s
130.61.109.6,2053,true,FRA,Europe,Frankfurt,268 ms,41 kB/s
158.101.169.13,8443,true,FRA,Europe,Frankfurt,261 ms,39 kB/s
158.178.129.114,8443,true,TLV,Middle East,Tel Aviv,248 ms,38 kB/s
141.145.205.115,8443,true,CDG,Europe,Paris,259 ms,38 kB/s
141.147.47.32,8443,true,FRA,Europe,Frankfurt,261 ms,33 kB/s
144.24.173.250,2053,true,FRA,Europe,Frankfurt,268 ms,33 kB/s
158.178.206.197,8443,true,CDG,Europe,Paris,246 ms,32 kB/s
130.61.239.203,2053,true,FRA,Europe,Frankfurt,248 ms,30 kB/s
130.61.109.6,8443,true,FRA,Europe,Frankfurt,262 ms,30 kB/s
158.178.129.114,2053,true,TLV,Middle East,Tel Aviv,253 ms,29 kB/s
141.144.232.159,443,true,FRA,Europe,Frankfurt,265 ms,27 kB/s
141.147.61.116,2053,true,FRA,Europe,Frankfurt,250 ms,18 kB/s
141.148.225.142,443,true,AMS,Europe,Amsterdam,269 ms,16 kB/s
144.24.169.81,2053,true,FRA,Europe,Frankfurt,261 ms,4 kB/s
158.101.169.13,2053,true,FRA,Europe,Frankfurt,263 ms,0 kB/s
34.168.218.118,443,true,SEA,North America,Seattle,198 ms,0 kB/s
34.118.12.209,443,true,FRA,Europe,Frankfurt,274 ms,0 kB/s
34.118.48.148,443,true,FRA,Europe,Frankfurt,259 ms,0 kB/s
146.235.192.207,443,true,SJC,North America,San Jose,178 ms,0 kB/s
152.67.222.167,443,true,ICN,Asia Pacific,Seoul,147 ms,0 kB/s
152.70.155.147,8443,true,LAX,North America,Los Angeles,273 ms,0 kB/s
152.70.155.147,2096,true,LAX,North America,Los Angeles,274 ms,0 kB/s
129.159.197.137,8443,true,FRA,Europe,Frankfurt,261 ms,0 kB/s
89.168.118.76,443,true,FRA,Europe,Frankfurt,264 ms,0 kB/s
129.146.111.62,443,true,LAX,North America,Los Angeles,264 ms,0 kB/s
150.230.20.74,443,true,FRA,Europe,Frankfurt,260 ms,0 kB/s
34.65.165.196,443,true,FRA,Europe,Frankfurt,263 ms,0 kB/s
